47
501 15
7778 -90056 -
14075 26949 +
1799 -8981 -
4961 -90663 -
13900 -25082 +
1852 -64336 -
411 -90880 +
1171 -73408 -
15822 62923 +
1247 -76066 +
10570 -69315 +
15603 44665 +
9553 -34654 +
7696 -82909 +
16376 -25097 -
22255 84257 -
18161 -79963 +
13975 -45107 +
19243 -10534 +
12698 -4918 +
20342 -80637 -
6326 56636 -
2157 75956 +
1581 85613 -
3041 -82451 -
10329 -49064 +
233 -42513 -
17952 -20090 -
15599 28847 +
13769 -43060 -
13993 -40605 +
6835 3703 -
8905 -54389 -
10315 -42631 -
10299 50924 -
21684 -4219 +
5652 -76642 +
3988 41926 +
22740 -6575 +
19409 45379 +
4219 43522 +
5389 -51791 -
759 -77164 -
20992 45301 -
4532 44715 -
4290 39486 +
14315 29740 -
20628 77278 -
13009 34759 +
21881 9065 +
20210 -53342 +
5804 33451 -
14098 37223 +
17513 40011 -
1137 35491 -
3141 -12872 +
14931 50248 +
1651 69007 +
4360 -33947 -
4053 -26968 +
22545 -95358 +
7230 41496 -
1210 37312 -
17101 -79657 +
8426 11970 -
11588 -58693 -
17439 88942 +
14952 23213 +
18113 30411 -
5511 91192 -
22193 94617 +
17936 -91864 +
5986 -46872 -
10365 79823 +
819 -5701 -
11474 26971 +
19343 3839 +
8014 33344 -
2779 29586 -
19666 -87961 +
21393 -86827 +
20991 -57356 +
8972 -25790 +
5430 -33595 -
13920 67718 -
6799 -84567 -
13690 -62973 +
3225 35120 -
6244 -9439 +
18393 92195 +
15492 -9178 -
9357 -45962 -
19717 58559 -
18769 -95430 +
408 4 +
6363 46583 -
5423 81395 -
2365 -59932 -
10545 64951 -
7133 18582 -
6001 -8125 -
8475 -37832 +
17275 -54987 +
6211 -74376 -
19509 93675 +
11123 -6571 +
8217 -95353 -
20393 74655 +
11063 -20479 +
15374 -23026 -
7155 3938 +
15857 17828 -
8318 -72211 -
6949 24581 -
5551 68204 -
22352 -97506 -
11688 48119 -
14525 -69464 +
767 -36047 -
16927 51787 +
17339 45120 -
1360 -40669 -
2376 -13166 -
9752 35577 -
5907 47813 +
10815 -14278 -
18452 76716 -
2384 66487 +
6138 -21369 -
663 -81730 +
21045 -63447 +
7569 -4256 -
8261 92724 -
17253 85078 +
14340 78071 -
1574 -98478 -
9396 -60023 -
12390 -32272 +
11367 99686 -
5631 -69424 +
3213 -3106 -
4049 20913 -
15913 46398 -
9236 63907 -
12490 -57618 -
19947 97396 -
8878 -49226 -
9071 -7242 -
16412 55489 +
6684 10514 +
17301 -32618 +
22455 -83375 +
6385 77296 +
11444 67720 +
9537 -95464 +
14373 -50628 -
8112 26958 +
2703 -94283 +
8963 -57413 -
19243 22209 -
9231 28413 +
18778 -78270 -
11397 -83959 -
20337 -61693 -
5560 -47945 -
2702 1082 -
14885 67083 +
6188 -42150 -
16896 48586 +
14796 -75932 -
16087 -84882 +
19765 74903 +
2327 -90066 +
9995 81886 +
20021 48476 -
7214 -17308 -
9390 -58719 -
7061 20547 -
2478 79852 -
7495 99857 +
3990 -75440 +
11422 11541 -
2465 -69531 -
15182 45839 +
22630 -55730 -
20746 68470 -
6767 10156 -
5844 -1117 -
8693 -83731 -
691 14024 +
8817 10047 +
22841 56575 -
164 -20472 -
16876 -79123 +
22251 54902 +
1389 53702 -
5029 7258 -
9450 -96491 -
21234 -46180 +
4586 -25801 +
5030 19406 -
19124 -9751 +
18781 -45403 +
17743 -55151 +
4777 92528 +
3517 83231 -
10016 844
8148 63213 +
4453 -29458 -
590 94659 -
4177 49840 +
1581 -46976 -
2450 59888 -
9535 -33739 -
5916 -51133 +
8031 -72690 +
503 96412 -
4928 -91980 -
2338 17661 +
5901 -91185 +
7052 71464 -
969 33163 -
184 6237 +
3672 10835 -
8504 -81912 +
3266 -2991 -
478 23889 +
9470 -51041 -
8515 65816 -
9094 -31870 +
4183 23414 -
1777 8304 +
8775 -71553 +
2056 -27508 +
4318 -66719 +
922 54501 +
8362 7074 +
9191 -16472 -
4126 -94298 -
7909 64908 -
6351 95906 +
6063 -78703 -
1189 -5346 +
231 -49898 +
6968 -29513 +
6756 -11047 -
6147 -33158 +
4753 4533 -
6412 -19787 -
9970 -31604 -
9997 49696 -
8371 -24956 +
1912 6744 -
6306 95744 -
7310 58937 -
8948 20596 +
1190 -19455 -
7444 -38811 -
9131 2375 +
7598 5993 +
4024 87390 +
5958 -73706 -
3659 -61129 -
8689 68589 -
213 41034 -
6467 72393 +
2425 -96544 -
6237 18865 +
481 -95209 -
7081 -70876 -
6828 -56897 -
9594 68197 +
2735 -66716 -
3456 9793 +
3786 -36479 -
1491 -191 +
2475 -40929 +
1776 -59135 -
9209 -22919 -
3507 31228 -
1082 34903 +
5002 73096 -
8530 -65154 +
2679 96537 +
181 76384 +
1124 -83467 +
5927 -10977 +
2435 71161 -
1358 -61309 -
6936 -49074 +
8085 -38639 -
6299 83327 -
7080 92272 -
5876 -53300 +
8301 -82485 +
5366 -84430 +
1356 -53100 +
3939 97482 +
1382 80330 +
9200 54516 +
5720 -43849 +
9574 51689 +
1056 83648 -
1133 43633 -
811 79813 +
2136 72930 +
2758 7015 -
5795 81707 -
5498 -26925 -
3766 -38388 -
8992 69957 -
8576 -9831 -
401 -51599 +
4748 -1359 -
7593 10619 -
8670 -34937 +
1034 91236 +
564 51823 +
6334 -32863 +
3700 17264 +
3399 26346 +
7510 48887 -
6889 -45699 +
8588 98586 +
2190 99375 +
7692 -59205 +
1605 -92555 +
7187 -21143 -
9764 94998 +
8219 13566 +
930 831 -
2808 -74120 -
65 46895 +
4595 23873 -
1304 -55866 -
3114 89202 +
4672 -37902 +
2254 -59282 -
504 -83131 -
8749 -44319 +
839 -19984 -
401 -68083 -
593 -18970 -
9590 -1167 -
8557 95725 +
5419 14442 +
7464 -86772 -
4293 -28242 -
3614 68322 -
4062 96696 +
535 49902 +
4785 61729 +
3200 7031 +
7813 -97768 -
4564 -72213 -
683 -57955 +
339 -15150 +
4759 -98216 -
9538 -57262 -
3615 58709 +
4288 11426 -
8833 -89294 -
418 1882 -
1499 -74981 -
1214 3478 +
8343 -35081 +
4753 50446 -
6438 98487 -
1961 -10413 +
6108 -94825 -
6526 51413 -
3305 -48081 +
7207 69297 +
4282 -39305 +
3617 38179 +
2554 65884 -
1773 14071 -
3761 -90155 +
6912 -3115 +
8426 87759 -
8729 -11846 +
2942 62891 +
198 -33280 +
4792 85267 -
570 4080 +
9793 15415 +
2237 -36465 -
6593 -74166 -
2592 -86051 -
2048 -30599 -
6044 53911 -
825 -62871 +
8715 -59626 +
5062 -12640 +
3097 20287 +
3440 41215 +
5947 55380 +
4164 72384 -
570 -18936 +
1962 67202 -
7714 -78101 +
6939 31424 +
1915 -11061 +
2635 46401 -
8382 -38711 +
7333 90894 +
6025 -22253 -
3079 -30803 -
9352 75688 -
1902 -39497 +
4495 -71030 -
7665 39949 +
4456 -54798 +
1239 -3665 +
4787 -39147 +
3256 3943 +
606 82573 -
2875 -94168 -
9192 -96810 +
5401 -63984 -
7993 -83146 +
6599 -96456 +
8342 24674 +
7337 -58445 -
6315 -9070 +
5790 -27268 -
8612 -95437 +
1990 38627 +
3977 16952 +
4321 -64329 +
6568 18541 +
7730 -89440 +
3322 25153 +
106 -82635 -
4988 -37598 +
9790 64854 +
4434 24017 -
3376 31622 -
7818 -82453 +
1718 58726 +
3650 15683 +
5494 1120 +
3534 22469 +
6557 36201 +
4144 63965 -
1874 33507 -
420 61558 +
9478 -6409 +
3308 -61887 +
2659 53827 -
9557 -53924 +
5150 90208 +
237 -32737 -
4810 -58502 -
4640 -64799 -
340 80337 +
7331 -55102 -
3657 -35211 +
8510 -2965 -
5302 60270 +
4605 54883 -
4631 111 +
1208 23803 -
9662 87464 -
8488 -33341 +
5606 79633 +
7851 -75676 -
5719 3626 +
1254 -95689 -
9637 -17881 -
7882 58439 +
8144 -41335 -
5335 15917 +
4363 52950 -
6734 -48870 +
9940 -93717 -
5424 -9277 +
9112 76381 -
5650 68446 -
1288 98247 +
4201 -13627 -
518 -15575 +
8827 85654 +
5652 -96224 +
3072 -75967 +
5638 13677 -
705 52598 -
1893 12970 -
4731 48833 -
5601 -11488 -
4567 -83409 +
5937 14814 +
1107 -63167 -
5652 -97174 +
5699 51550 -
1784 20848 +
2912 -9995 +
4008 -45231 -
8633 -87747 -
4017 -27334 +
9794 35967 -
3939 39364 -
2103 25109 -
3258 -51737 -
5815 -40011 +
9138 89228 +
4937 96571 -
1545 -70636 +
4822 -11380 -
765 -99198 +
6696 28282 -
5918 -31772 +
4601 -85698 +
9948 10789 -
6374 -34219 -
2901 -955 -
6653 42234 +
717 -63758 -
7171 41991 -
3708 70174 -
6811 -14390 +
142 75288 -
586 -30604 -
4165 20087 +
371 -32376 +
323 84830 +
9359 -65909 +
7863 15507 +
6664 21383 +
7915 -72469 +
3990 -10350 -
7526 68890 +
1659 -50113 +
6485 -48343 +
7849 -4418 -
8683 -77629 +
1432 57593 -
8913 57908 -
8530 76020 -
1410 -56993 +
4020 -37978 +
2102 6875 -
9913 -53884 +
8726 4046 -
7715 82131 -
5910 -57277 +
8273 -2125 +
5104 23047 +
7535 -19068 -
2892 58861 +
9240 17886 +
2753 -51167 +
1141 -56953 -
9379 -30856 -
1050 56516 -
783 4665 +
8074 94344 +
2754 -34216 -
430 13287 -
4161 -75258 +
7341 -44144 -
6547 -39326 +
4985 -6726 -
2287 -21233 -
6940 7819 -
4635 -13632 +
4688 32775 -
3405 -28096 +
2886 -74320 -
8042 -89268 +
3289 13343 +
5962 -84062 -
6261 -67787 +
4346 47163 -
34 48440 +
5599 11623 -
5598 -40602 -
3951 -50816 +
8716 -32022 +
2154 73184 -
8485 -47658 +
5290 11514 -
7188 41999 -
8579 -3576 -
291 -9923 -
3972 29602 -
9275 89491 +
193 -9442 -
8001 -80291 +
6441 85610 +
8663 -23247 +
5905 -89129 +
7626 9897 -
4043 -65749 -
3861 29137 -
1345 -7816 +
1081 -3926 +
7240 36152 -
7788 26311 +
1959 -75393 +
4728 68240 -
1042 -53315 +
8882 64744 +
9436 65563 +
2664 -29394 +
1049 31351 -
6646 -62691 +
930 -61754 -
3770 8056 +
8480 -14952 -
6330 -63105 +
474 -88083 +
8710 -33185 -
433 -56198 -
4422 -84941 -
4289 80824 -
5253 43309 -
3634 -75155 -
6153 23695 +
9601 -14589 +
8117 -78437 +
2372 -97692 -
661 61901 -
5438 -59623 -
2839 -88018 -
3925 96559 -
7553 97193 +
7364 42011 -
8538 74844 -
8253 39039 +
8557 44035 -
5229 55041 +
6001 -9611 +
7239 3579 -
3761 1987 +
3812 89795 -
4420 55963 +
8539 -83653 -
736 -72843 -
9887 -50528 -
5426 53531 -
8245 -95527 +
2503 -52242 -
5232 10971 +
7128 -25368 -
2543 -20360 -
8189 -66871 -
1724 -64037 +
4753 31714 -
2613 7131 +
7716 70890 +
7733 97286 -
1836 43497 -
6628 23946 -
9408 11129 -
9414 -70861 +
454 91604 -
152 -38773 +
1170 -50679 -
680 71352 -
8149 -60901 -
8438 -96733 -
5809 93881 -
342 -88099 +
6692 32688 +
2014 62925 +
5687 -18733 +
3968 -77425 -
9265 -23883 -
5732 -66129 -
3627 -35955 +
7922 5053 -
956 -72659 -
9510 -28672 +
2558 -34186 +
169 8264 -
7162 -9227 -
495 -96866 -
9799 -26524 -
1506 56093 -
3489 27136 +
2297 27792 +
4898 45448 +
7429 81652 +
2567 75523 -
892 78358 +
10014 54714 +
6503 -54906 +
4759 24019 +
3241 26192 +
3233 -10759 -
7973 -6934 +
8966 36559 -
7199 -48544 -
4287 -28403 -
8968 -76014 +
3054 37421 +
9927 -76555 +
3632 86685 -
8595 -55296 +
7124 71815 -
3302 2714 -
8464 59325 +
9019 -83278 -
1895 -25728 +
2123 -21787 +
8439 -20508 +
7391 -31900 +
228 -48881 +
7170 -48488 +
21 -78517 +
5674 90069 -
7015 28466 +
5028 78569 -
7753 1733 +
331 -57115 +
7438 -20098 +
3046 20917 -
2765 49729 +
2657 -96551 -
2013 -31517 -
1866 76952 +
5092 -17454 -
7404 47868 -
3291 -98412 -
8465 13530 -
6354 20296 -
4027 43531 -
6892 -33616 -
834 77009 +
5415 59629 +
7025 89215 +
2969 68128 +
9513 78771 -
7449 -72574 +
9886 -70794 -
8021 98861 -
7786 -9718 -
9707 22410 +
7665 -11785 +
798 47228 +
8261 57112 +
1159 77799 +
5608 3897 +
6426 -80461 +
1713 69256 -
7378 -6731 +
1156 -37577 +
6898 55505 -
8595 -79440 +
9613 -30811 -
9888 11210 +
7069 25554 +
1206 37194 -
2407 83216 +
7102 -35541 +
9965 -85356 -
35 28080 +
89 -12187 +
4293 93218 -
10007 28812 +
4851 -1915 -
4582 19512 +
8590 -48882 -
9664 27428 -
232 -18645 +
8549 -86321 +
6156 -88585 -
2636 -32902 +
1434 51175 -
5281 81569 +
9847 54795 -
9853 -73639 -
9692 57738 +
2000 -6914 +
6790 -5949 +
4593 47400 +
4647 61859 +
4781 -9682 +
4581 -10812 +
7569 41669 +
4585 -26912 +
2212 -56703 +
1610 -8203 -
10003 11896 +
8836 76321 -
124 -47899 -
2563 12681 +
4930 74070 -
5548 -72861 +
9879 -21342 +
4256 -5349 +
5915 -64543 +
8905 9031 -
5250 -38853 +
9636 48831 -
6650 -40953 +
1073 63485 +
8416 -71029 +
907 4451 +
9559 -53022 -
1710 50899 +
7053 23015 -
8868 -76702 +
3773 -97133 +
3780 59793 -
535 13626 +
8939 57834 +
7991 -83197 +
183 81022 -
8082 -12647 +
5149 53541 -
8367 -21673 +
4130 -82981 +
8339 -38408 -
1260 -59736 +
8226 59541 +
6270 43159 -
6562 -29331 +
8241 -31548 -
1663 27366 +
9673 -57590 +
6696 -82543 +
8231 326 +
3972 46212 -
2008 -28043 -
7514 33650 -
2742 -458 -
7974 -49278 +
6342 20725 +
1407 11411 +
201 78320 -
8386 67730 +
9641 -34340 -
6161 -95089 -
5 -91213 +
331 581 -
9186 -10366 -
7084 -43486 +
9844 18541 +
6532 36475 -
3834 -55840 -
6535 83715 +
2478 -80278 -
7807 66006 -
8703 -20204 -
3017 -35932 +
7825 -65062 -
9238 32924 -
4876 92984 -
9862 -40259 +
409 -87619 -
3756 -56941 -
9534 37041 -
940 -30497 -
6751 -97026 -
811 -35581 +
5886 -9806 +
4315 1364 -
4085 -71646 -
6317 57202 +
9507 76983 -
5091 99365 -
4706 64163 -
4731 15307 -
9011 76678 +
5613 31956 +
9369 -23815 +
2195 -21168 +
4188 -16448 -
7326 -94249 +
9394 27682 +
1742 -13458 -
3744 -60292 -
1617 -310 +
5397 -98585 +
4173 -84246 -
2130 64580 +
5677 -50863 -
5702 -89628 +
6732 99857 -
2059 -37487 +
5307 -32467 -
5715 -95015 -
112 -31764 -
6243 64561 +
9484 -28246 +
6904 -94026 -
511 83287 -
9057 33108 +
5096 -73606 +
1176 -36895 +
1948 -24743 +
6944 14617 -
9671 -44809 +
8897 83967 -
2679 -82051 -
9383 -30889 -
3551 -58811 -
6683 21373 -
7469 -70426 +
8965 67619 -
2068 88123 -
5995 -99686 -
6654 80069 +
3219 26891 +
4271 214 +
4332 82575 -
2656 -36246 -
3004 68611 +
3816 -72565 -
6154 97767 +
2220 76926 -
4965 36315 +
4309 -40843 +
6677 -75244 -
6039 -5351 -
2327 -52816 +
7403 -87209 +
6480 -12355 -
2057 -62046 +
1159 -5276 +
6805 -51265 +
2954 -25091 -
5317 93561 +
9235 -94073 +
9784 64610 +
6404 -61575 -
8705 -65666 +
3049 99065 -
8553 24254 -
588 -74632 -
7428 -17883 +
6380 42672 -
6680 -4437 +
7824 31218 +
3444 -29102 -
1494 -41594 -
6870 -74516 +
8540 75736 +
9763 82510 +
8034 73521 +
4339 -53255 +
6056 58132 -
10016 -81986 +
319 26427 -
2188 97513 -
5563 -56559 +
5541 -36589 +
9752 46030 -
203 60682 -
9583 -22382 +
1366 -75343 +
5017 95872 +
1873 90316 -
1963 -17342 -
9494 -2541 +
4548 54677 -
7655 -42105 -
145 -36968 +
1972 35038 -
9105 -59035 -
4187 -52390 +
4705 -16354 -
1027 5197 +
3532 -37425 -
1067 -95809 -
9775 93632 +
3338 -89800 +
8447 80220 +
1403 -83592 +
3715 -27772 +
8865 65840 +
3758 -99844 -
5948 33925 -
8861 -26905 -
497 -57683 -
5689 64766 +
6926 -65471 +
3037 20104 +
9022 -82320 -
26 -5186 -
1666 16095 -
3334 91627 +
1144 29748 +
1548 95594 -
9244 -89398 +
310 74678 -
4527 -42750 -
6845 30945 -
1908 30633 -
3455 -17711 +
2818 17583 -
4054 -57957 -
1342 -21023 +
4655 3807 +
2971 28609 +
5831 -91428 +
1449 -20726 -
3674 38204 -
3726 -16248 +
6547 29987 -
4536 -44547 +
2398 60392 +
9982 47482 +
74 -45819 +
5175 60861 +
6366 20514 -
5038 -44630 +
7051 26550 +
2952 22167 -
3388 67157 +
1375 21503 -
1196 -53924 +
2772 46323 +
9905 79481 +
2441 -51182 +
8482 -56872 -
8378 -68192 -
7717 -3734 -
7304 49639 +
2214 11830 -
2336 33149 -
6313 -64296 +
7371 34802 +
9503 59834 +
841 -93113 +
92 98507 -
4864 -19136 +
4243 -18353 -
1164 37454 -
3415 -87948 +
2108 -89198 -
2939 9232 -
7344 -45450 -
9141 66324 -
4688 -92045 -
1984 90057 -
6682 -5300 -
4304 59989 +
9254 -55496 +
5058 38214 +
263 -58342 -
8223 43188 +
8436 65809 -
3379 51269 +
7614 -33512 +
2755 52554 -
1670 -64146 -
1193 21317 -
8636 28783 -
37551 992
8793 42369 +
35 24764 +
14110 -35793 -
7088 -2259 +
29398 -40530 -
19625 45741 +
30200 -94645 -
33671 43751 -
14743 84710 +
16078 -93539 +
29903 89721 -
2687 40473 +
49 31524 -
4409 26960 -
31914 76156 -
37303 -99951 -
19077 60336 -
17218 15590 -
4169 -90503 +
14909 58451 +
28910 -20419 -
13647 82863 +
9348 -3720 -
19937 19891 -
8931 99305 -
25740 -57758 -
27488 -17874 -
31958 92370 -
22364 59898 -
27517 -98550 -
2232 80854 +
27443 74139 -
25418 -63477 -
32630 -50578 +
24610 95601 -
24562 29248 -
15092 -37699 +
15631 90456 -
11237 -42388 +
4374 -16128 +
31029 -69196 -
24014 67046 -
20107 58112 -
11101 -65646 +
9813 -42144 -
22662 -55489 -
9532 -90284 -
15399 -62764 -
20581 71815 -
36472 32830 -
26416 63528 +
9331 16606 +
17027 -28056 -
28693 -87921 -
37189 34630 -
31727 -92351 -
31740 -29674 +
33650 60555 +
27012 -75871 -
13761 -1747 +
4577 67541 +
4440 60670 -
8100 -55119 +
3320 -97332 +
11715 78301 +
2615 31664 -
22187 -67613 -
30804 -38859 +
34079 29171 -
28196 -7282 -
32157 8499 -
11003 58157 -
12872 59745 -
11248 76827 +
5512 -41711 -
26630 -37646 +
15531 -68637 -
4307 -4674 +
29015 52819 -
12800 -14681 -
19643 87124 -
16726 -30942 -
23031 22079 -
17542 -72301 +
7092 74564 -
34067 -8897 -
25246 -32094 +
34516 -35783 +
116 -2387 -
16159 -32293 -
12756 74796 +
5831 -57106 +
16130 -67158 +
35057 54563 +
20874 -91487 +
13276 68961 +
35998 14716 +
21156 -59770 -
10545 32550 -
2724 63687 -
24192 -17836 -
18485 22432 -
27484 -26013 -
6452 -53544 -
23310 8777 -
21788 83238 +
7218 59485 -
1931 -36059 +
33102 60587 -
3677 -80961 -
32884 -30806 -
16820 -16844 -
34827 -75112 -
15179 22109 -
7242 -87342 -
7364 -99309 +
32364 -35381 -
13120 27569 -
37155 66053 -
17204 -84912 -
28370 21272 +
9416 -91241 -
31759 11240 +
34889 -93667 +
34773 2477 +
10999 60611 -
30377 28943 -
27845 -23375 +
7075 32914 -
15910 -9932 -
30062 29927 +
10387 -5709 +
37017 62765 -
29387 -71106 -
10485 91359 +
15576 25289 -
4952 -34047 +
30816 -78956 +
1105 45358 -
22567 41987 -
28958 -88635 -
30156 -87803 -
29957 -51783 +
17700 78020 +
24017 78794 +
29564 44879 -
31957 23263 -
21230 -40888 -
15484 14048 +
657 -32814 +
13727 81594 -
15312 -71950 +
2017 -66327 -
118 81842 +
3082 -76589 +
14252 79251 +
34513 -82527 +
10076 1992 +
32514 15115 -
2709 -1194 -
23444 -76466 -
27446 -18193 -
14099 -94236 -
4994 48939 -
2827 96461 +
21875 -29333 -
2266 -7671 +
12330 -71048 -
23139 74902 +
12063 66292 -
17287 14674 +
15153 27034 +
9624 -13648 +
4439 1237 -
33388 -55524 -
32836 90164 +
3508 49448 -
25854 61230 -
20550 -62065 +
10085 39599 -
32844 -32515 +
19178 27955 -
34807 -25810 +
24311 70629 -
3005 36225 +
23550 71915 +
1706 -72786 +
34404 48077 -
19468 36848 -
19441 -3936 +
23935 -74372 -
6517 49042 -
5477 -53218 +
14056 29016 +
19385 -93888 +
34638 39200 -
32198 44501 +
23155 44066 +
653 -56286 -
5258 69188 +
21965 -12723 -
6190 -61282 -
28495 43041 +
15176 -24171 -
29474 -11151 +
33074 -96285 +
26802 -42965 -
18415 35894 +
7712 13548 -
5472 -24089 -
36167 -61544 -
35555 -1017 -
25681 -37106 +
15580 -73999 +
17153 481 +
12579 -55463 +
7323 82203 +
3622 -20687 -
830 15670 +
8824 39304 +
12191 66162 +
11646 -50560 +
33518 -50586 -
23786 -4168 +
13502 -64935 +
25939 87269 -
22770 72677 -
34416 24727 -
33676 61067 -
37540 -85647 +
9521 23584 -
24473 97237 +
32277 18608 -
20424 45690 -
14690 44452 -
34327 -49546 -
30389 3204 -
24665 -8838 +
7586 30091 -
10425 -56320 -
34918 17907 -
23878 28051 -
35174 -83366 +
29071 21840 +
34344 -19618 +
32484 25361 +
30532 -63263 +
33301 -80383 -
28769 78531 +
17495 52281 +
32249 72625 -
33121 -89784 +
3 73088 -
32851 17603 +
19490 -27198 +
438 -62637 -
26280 1037 +
17043 56999 +
14575 -32346 +
